ra,dec,searchString,canonicalName,radius,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,gMeanKronMag,gMeanKronMagErr,gMeanKronMagStd,gMeanKronMagNpt,gMeanApMag,gMeanApMagErr,gMeanApMagStd,gMeanApMagNpt,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,rMeanKronMag,rMeanKronMagErr,rMeanKronMagStd,rMeanKronMagNpt,rMeanApMag,rMeanApMagErr,rMeanApMagStd,rMeanApMagNpt,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,iMeanKronMag,iMeanKronMagErr,iMeanKronMagStd,iMeanKronMagNpt,iMeanApMag,iMeanApMagErr,iMeanApMagStd,iMeanApMagNpt,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,zMeanKronMag,zMeanKronMagErr,zMeanKronMagStd,zMeanKronMagNpt,zMeanApMag,zMeanApMagErr,zMeanApMagStd,zMeanApMagNpt,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,yMeanKronMag,yMeanKronMagErr,yMeanKronMagStd,yMeanKronMagNpt,yMeanApMag,yMeanApMagErr,yMeanApMagStd,yMeanApMagNpt,yFlags,distance
131.31691,43.385666,131.316910 43.385666,Equatorial Coord 131.316910  +43.385666  J2000,0.000833333,PSO J131.3175+43.3856,-999,-999,-999,160061313174583389,3561419000084849,247484605614963,0,16448690760770,16006,1,2182,86,0.528726282090625,3561419,57622,3,268959744,32,-999.0,-999.0,-999.0,-999.0,131.31745515,43.38563608,0.18953000009059906,0.18953000009059906,56385.22574074,-999.0,-0.47982047590176113,0.5458327277507469,0.6869053386177651,121.79483523052183,24.399943794000094,177.56989854869482,38.42027823384978,-999,0,1,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.7463520169258118,19.334699630737305,0.18893100321292877,-999.0,1,19.334699630737305,19.334699630737305,-999.0,-999.0,-999.0,0,19.062700271606445,0.18893100321292877,-999.0,1,4112,0.00039731414866360325
131.31691,43.385666,131.316910 43.385666,Equatorial Coord 131.316910  +43.385666  J2000,0.000833333,PSO J131.3178+43.3852,-999,-999,-999,160061313177842907,3561419000084914,247484605615028,0,16448690761094,16006,1,2182,86,0.283037820163218,3561419,57622,3,268513280,32,-999.0,-999.0,-999.0,-999.0,131.31779048,43.38519149,0.024539999663829803,0.024539999663829803,57033.5374537,-999.0,-0.4798271895332506,0.5458339227290927,0.6868996993614082,121.79523224937368,24.399588371265725,177.57048117722513,38.420498874928874,-999,0,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.942421019077301,19.19499969482422,0.019426999613642693,-999.0,1,19.19499969482422,19.19499969482422,19.434600830078125,0.03368600085377693,-999.0,1,19.515399932861328,0.019426999613642693,-999.0,1,24,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.000796628379314979
129.545868,45.202278,129.545868 45.202278,Equatorial Coord 129.545868  +45.202278  J2000,0.000833333,PSO J129.5459+45.2015,-999,-999,-999,162241295459112504,3560196000021219,277570851459810,0,16448514835373,16224,1,2248,34,0.732458245691339,3560196,64627,3,444915712,53,129.54593189,45.20155941,0.0010000000474974513,0.0010000000474974513,129.54594468,45.20151561,0.017899999395012856,0.01962999999523163,55523.41891204,1.730299949645996,-0.44862637509277264,0.5433390227905457,0.7095893755434431,119.88169642803521,25.77941906997059,175.1947324222909,37.24298607790697,-999,10,44,11,16,15,2,0,0.9991120100021362,22.03529930114746,0.03426799923181534,0.12907099723815918,11,21.707500457763672,22.10409927368164,21.559600830078125,0.06601499766111374,0.28303098678588867,11,21.50040054321289,0.03870199993252754,0.13807900249958038,11,16892216,0.9998700022697449,21.48419952392578,0.020137999206781387,0.22915400564670563,14,21.035200119018555,21.601200103759766,20.92930030822754,0.028044000267982483,0.22671300172805786,15,20.92840003967285,0.02553899958729744,0.15728400647640228,15,16892216,0.9991459846496582,20.99959945678711,0.05449799820780754,0.185262992978096,15,20.642099380493164,21.27050018310547,20.455400466918945,0.0892150029540062,0.27304598689079285,13,20.527999877929688,0.05982799828052521,0.20884999632835388,14,16892216,0.9982759952545166,20.912599563598633,0.20083099603652954,0.28418299555778503,2,20.718599319458008,21.12030029296875,20.712400436401367,0.05994899943470955,0.08656200021505356,2,20.52829933166504,0.07621599733829498,0.10783900320529938,2,114992,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,114720,0.0007643021028068726
129.545868,45.202278,129.545868 45.202278,Equatorial Coord 129.545868  +45.202278  J2000,0.000833333,PSO J129.5460+45.2021,-999,-999,-999,162241295459713218,3560196000021228,277570851459819,0,16448514835414,16224,1,2248,34,0.0411998723085968,3560196,64627,3,310456320,37,-999.0,-999.0,-999.0,-999.0,129.54596155,45.20211064,0.03858000040054321,0.03858000040054321,56331.85671296,1.638100028038025,-0.4486218430678692,0.5433332081359438,0.7095966931004479,119.88152324253294,25.779993423480395,175.1939865120692,37.24302610546122,-999,0,8,4,2,2,0,0,0.9993720054626465,21.551700592041016,0.07081799954175949,0.24966000020503998,4,21.193700790405273,21.692399978637695,21.013999938964844,0.2327450066804886,0.3857620060443878,4,21.016700744628906,0.12961499392986298,0.2167620062828064,4,16777496,0.9988240003585815,21.177400588989258,0.06605099886655807,0.09414000064134598,2,21.119600296020508,21.251699447631836,20.667299270629883,0.1185849979519844,0.17046500742435455,2,20.545799255371094,0.05729300156235695,0.08164200186729431,2,16777496,0.9994490146636963,20.6560001373291,0.138482004404068,0.19716300070285797,2,20.533599853515625,20.81060028076172,20.48259925842285,0.0511309988796711,0.07527600228786469,2,20.321300506591797,0.05670500174164772,0.08055000007152557,2,280,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.0001798729748378359
330.470123,1.045011,330.470123 1.045011,Equatorial Coord 330.470123  +1.045011  J2000,0.000833333,PSO J330.4705+01.0448,-999,-999,-999,109253304705354263,3591469000044294,81041737952519,0,13359249624104,10925,1,1405,28,0.590368502391845,3591469,18869,3,268959744,32,-999.0,-999.0,-999.0,-999.0,330.47047226,1.04478986,0.10719999670982361,0.10719999670982361,56958.24175926,-999.0,0.8699571493891617,-0.49279009630380854,0.018234012492232096,332.91600282376965,12.283559449839865,60.56999653846757,-40.45930991390508,-999,0,2,0,0,2,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.7078319787979126,20.987899780273438,0.10557900369167328,0.149835005402565,2,20.891199111938477,21.1023006439209,-999.0,-999.0,-999.0,0,21.932300567626953,0.23312999308109283,0.3322420120239258,2,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.0004133338625748369
330.470123,1.045011,330.470123 1.045011,Equatorial Coord 330.470123  +1.045011  J2000,0.000833333,PSO J330.4706+01.0445,-999,-999,-999,109253304706533787,3591469000044310,81041737952535,0,13359249624215,10925,1,1405,28,0.638691071084413,3591469,18869,3,444915712,53,330.47064826,1.04448575,0.0010000000474974513,0.0010000000474974513,330.47063384,1.04446089,0.008209999650716782,0.010339999571442604,56240.95347222,1.8868999481201172,0.8699586301835446,-0.49278769452474414,0.01822827183685356,332.91603818554563,12.28319458435562,60.569786161331415,-40.45963960878571,-999,5,78,11,16,30,11,10,0.9996529817581177,21.420299530029297,0.045892998576164246,0.15321199595928192,11,21.25749969482422,21.724899291992188,21.102699279785156,0.06929600238800049,0.27511000633239746,10,21.01289939880371,0.06089400127530098,0.3067229986190796,10,115000,0.999625027179718,20.457199096679688,0.008419999852776527,0.055073998868465424,13,20.318099975585938,20.51650047302246,20.12849998474121,0.022857999429106712,0.09049200266599655,13,20.054100036621094,0.026565000414848328,0.07765500247478485,13,16892216,0.9993770122528076,20.083999633789062,0.013949000276625156,0.12400700151920319,24,19.772600173950195,20.344499588012695,19.71739959716797,0.01548600010573864,0.09640700370073318,29,19.678300857543945,0.012594000436365604,0.0983320027589798,29,16892216,0.9996780157089233,19.806100845336914,0.03228199854493141,0.1380690038204193,10,19.511999130249023,19.92020034790039,19.346200942993164,0.0492900013923645,0.20056800544261932,10,19.349599838256836,0.04697899892926216,0.19235500693321228,10,16892216,0.9989089965820312,19.587299346923828,0.09337799996137619,0.20619399845600128,10,19.127500534057617,19.83209991455078,19.294700622558594,0.11932799965143204,0.29877498745918274,10,19.20639991760254,0.13173900544643402,0.3491069972515106,10,16892216,0.0007506608846208718
7.052111,0.11801,7.052111 0.118010,Equatorial Coord 7.052111  +0.118010  J2000,0.000833333,PSO J007.0519+00.1177,-999,-999,-999,108140070519111720,3486012000033750,43035572339688,0,17049278380395,10814,1,1324,7,0.00303593650742987,3486012,10020,3,302067712,36,-999.0,-999.0,-999.0,-999.0,7.05191814,0.11771127,0.15418000519275665,0.15418000519275665,56568.48831019,-999.0,0.992433218764189,0.12276842239622628,0.0020544477829809184,6.521744956341132,-2.691000575665959,110.40650842552537,-62.187772883820415,-999,0,1,1,0,0,0,0,0.9991329908370972,21.699600219726562,0.15345099568367004,-999.0,1,21.699600219726562,21.699600219726562,21.647499084472656,0.2539840042591095,-999.0,1,21.57390022277832,0.15345099568367004,-999.0,1,272,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.0003555762015519266
7.052111,0.11801,7.052111 0.118010,Equatorial Coord 7.052111  +0.118010  J2000,0.000833333,PSO J007.0522+00.1180,-999,-999,-999,108140070522361933,3486012000033808,43035572339746,0,17049278380503,10814,1,1324,7,0.490885827216213,3486012,10020,3,436527104,52,7.05212845,0.1179841,0.0010000000474974513,0.0010000000474974513,7.05215841,0.11795317,0.029920000582933426,0.03593999892473221,55913.98953704,1.9703999757766724,0.9924326953087602,0.12277258310042513,0.002058669725513247,6.522061615298436,-2.6908733233156727,110.4071137721493,-62.18758190667823,-999,4,31,8,7,14,2,0,0.9994930028915405,21.883899688720703,0.06777100265026093,0.15728400647640228,6,21.691999435424805,22.024799346923828,21.568199157714844,0.1302579939365387,0.2815510034561157,7,21.509300231933594,0.11079200357198715,0.21592499315738678,7,115000,0.9989070296287537,21.53969955444336,0.08651699870824814,0.14598600566387177,6,21.260499954223633,21.682100296020508,21.068500518798828,0.07813700288534164,0.25953400135040283,6,21.065500259399414,0.06284400075674057,0.18283900618553162,6,16892216,0.9993569850921631,21.28339958190918,0.0410120002925396,0.1596280038356781,14,20.989500045776367,21.53459930419922,20.983299255371094,0.0627179965376854,0.3959429860115051,14,21.034900665283203,0.07026100158691406,0.23138900101184845,14,115000,0.9978520274162292,21.093599319458008,0.10853199660778046,0.15502400696277618,2,21.000499725341797,21.217500686645508,20.782400131225586,0.1828790009021759,0.26383599638938904,2,20.62980079650879,0.13801799714565277,0.19732800126075745,2,115000,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,16416,7.400910396257762e-05
328.068604,0.267062,328.068604 0.267062,Equatorial Coord 328.068604  +0.267062  J2000,0.000833333,PSO J328.0682+00.2669,-999,-999,-999,108323280682100711,3591196000060294,80556406664073,0,13357817468874,10832,1,1404,4,0.405284801875506,3591196,18756,3,268959744,32,-999.0,-999.0,-999.0,-999.0,328.06819795,0.26690668,0.20841999351978302,0.20841999351978302,56475.59219907,-999.0,0.8486690384793094,-0.5289037366001952,0.004658383513165106,330.3339158573376,12.395569725687352,57.87989915778661,-39.011318275232675,-999,0,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.5584329962730408,20.917699813842773,0.20787599682807922,-999.0,1,20.917699813842773,20.917699813842773,-999.0,-999.0,-999.0,0,21.107200622558594,0.20787599682807922,-999.0,1,4112,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.0004347382257013125
328.068604,0.267062,328.068604 0.267062,Equatorial Coord 328.068604  +0.267062  J2000,0.000833333,PSO J328.0684+00.2676,-999,-999,-999,108323280684201614,3591196000060331,80556406664110,0,13357817468502,10832,1,1404,4,0.237617244233952,3591196,18756,3,268959744,32,-999.0,-999.0,-999.0,-999.0,328.06840544,0.26764588,0.16387000679969788,0.16387000679969788,55727.61614583,-999.0,0.848670902760778,-0.5289006314092354,0.004671284846622587,330.33437680172335,12.396191649249456,57.88082454057682,-39.01104912137357,-999,0,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.0043219998478889465,20.675899505615234,0.1631840020418167,-999.0,1,20.675899505615234,20.675899505615234,-999.0,-999.0,-999.0,0,20.356599807739258,0.1631840020418167,-999.0,1,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.0006167179821889538
